-1.39 -1.47 5.4002 -0.0000
-1.55 -1.64 4.0950 -0.1458
-1.96 -2.10 2.2099 -0.1344
-2.25 -2.44 2.1430 -0.1443
-2.66 -2.95 1.9840 -0.1409
-3.13 -3.64 1.8964 -0.1431
