-1.39 -1.47 11.6033 -0.2199
-1.55 -1.64 11.0970 -0.1170
-1.96 -2.10 8.3530 -0.1203
-2.25 -2.44 10.8800 -0.1672
-2.66 -2.95 15.2172 -0.5944
-3.13 -3.64 23.8946 -1.4373
